ours
Name,MAE,Perceptual,SSIM,PSNR
v6_marcel_metrics,0.04906938147420684,0.1904288882513841,0.8347235894203187,19.975480047861733
v6_justin_metrics,0.013256475431844592,0.07001095210512479,0.9301358417669932,28.34898910522461
v6_nha_person_0000_metrics,0.019856977543483176,0.13205160928269227,0.9125872568289439,24.420213731129966
v6_wojtek_1_metrics,0.01158838144193093,0.07638958774507046,0.9319529863198598,27.762645670572915
v6_malte_1_metrics,0.02185246010310948,0.11091930970549584,0.8918874577681224,23.414230359395344
Mean,0.023124735198915006,0.11596006941795349,0.9002574264208476,24.784311782836912


